t,x
0,-0.3345113919707432
1,0.6846542858716359
2,1.5566861055670151
3,-1.107816403148707
4,1.4579947682231684
5,-2.3539044898338615
6,1.0249357266558865
7,0.42350592499317097
8,-0.7209343409190951
9,0.6129042277703458
10,-0.3456186188050681
11,0.6053579309063419
12,-0.8201427536015223
13,1.248754289833083
14,-0.24997525167974272
15,-0.2149174708751226
16,-1.263773007496249
17,1.9543804718049882
18,-0.9786239128369408
19,1.2391295839827436
20,-1.1749331185058116
21,0.5093005222666152
22,-0.21235566890368757
23,0.354357730759382
24,-1.8014224437242532
25,1.574659674161314
26,-0.4027759149078475
27,0.021206354628994475
28,-0.7223453851308712
29,-0.20697891320350081
30,1.093249274248321
31,0.424317055614368
32,-0.34447939345326267
33,-0.17209637904982325
34,1.7236681918657124
35,-0.056818258893381685
36,-0.6705163562065017
37,-0.4650812805575192
38,-0.8681057779836804
39,-1.160465849270919
40,0.34592047089367234
41,-0.9763204459754908
42,-0.4757603410669055
43,0.1833719848597619
44,-0.54559736273144
45,0.49285334424307153
46,-1.1837724886641388
47,0.8128004710307096
48,0.8994435027754253
49,-1.0791898918372942
50,2.0245567342130535
51,-1.7546615016594742
52,0.0463724581799926
53,-0.033205220344795845
54,1.1081450054258706
55,-1.6072375783968966
56,-0.0024894915015143083
57,0.5213390816871251
58,-0.5636257959106229
59,0.7891824082751719
60,-1.2039920593973314
61,1.9906141168786222
62,-2.100823954313371
63,1.2790643819340115
64,-0.7921487840098563
65,0.15168782803261685
66,0.023491865918160743
67,0.540279888124138
68,0.23311929099729586
69,-0.04992373195608343
70,0.06967263156492208
71,0.6163462033759941
72,-1.2083312696273534
73,-0.049450351862568666
74,-0.4583727802097347
75,-0.22763536760730388
76,0.3993517741699635
77,0.0018448495691740503
78,0.8800330132645615
79,-0.016673160548114373
80,0.7255498986563023
81,-1.9195485061740407
82,2.0329517648637903
83,-1.894194865347507
84,0.6383256274508848
85,0.07715042351425508
86,-0.08870048084579406
87,1.0415787511178336
88,-1.0683443561918573
89,-0.13154819895525796
90,0.08885189842277863
91,0.045119378743585285
92,-0.7591340943702402
93,1.0094879526630403
94,-1.1319134427156101
95,1.6538193851149932
96,-1.480345617845262
97,1.3991644772085199
98,0.15433999410424448
99,-0.46876603648973714
100,0.19332100798958773
101,0.5137444748992253
102,0.2624788085206426
103,0.015379630783024347
104,-0.7562996894587667
105,0.10939197360441165
106,0.39242937067316425
107,-1.8407275573165962
108,1.1850007661458704
109,-2.147114930416713
110,0.5523068427972436
111,0.8436931287020182
112,-0.9639141372661456
113,-0.028813852399914797
114,0.8902416967202821
115,0.4326200772869723
116,-0.48533846977798595
117,0.0700376672836626
118,1.0669313350147083
119,-0.47832328669291246
120,1.500239882081127
121,-0.7504339657151725
122,1.1219965194901882
123,-0.953193614180762
124,1.6576262618562054
125,-1.7595175968271504
126,1.5852127057847307
127,-1.4961016235277607
128,1.0822623680532857
129,-0.9912778838837004
130,0.34258620067532836
131,-0.12879859205497418
132,0.3558014730684168
133,0.22834626066048436
134,-1.1941845540689637
135,-0.22350275816247014
136,1.1695037315824641
137,-1.5522404849274178
138,1.9156259485139633
139,-1.7662365896187637
140,1.0725383274384734
141,-1.2641306534279837
142,0.5858484220284615
143,-0.9857360455231459
144,1.4706112263892996
145,-0.7197961749379248
146,0.841757522643813
147,1.4611324831415025
148,-0.7940064838625847
149,0.046186431308476925
150,-0.842866526805807
151,0.5367769014845929
152,-0.278029100285015
153,1.9680976835098234
154,-0.7673282231899807
155,0.7498712501236097
156,-0.24010545401469954
157,1.0097412815689042
158,-0.47451651640398795
159,1.1396558579176992
160,-0.3692728325126863
161,-0.3747122564553014
162,0.10324161160460477
163,-0.9393614109879559
164,1.0256744998537655
165,-0.6960690899494414
166,-0.9933135022161491
167,1.297873043603216
168,-1.438476363637935
169,2.357704501448123
170,-0.5244324445089694
171,1.2376502593385723
172,0.04012981528927559
173,-0.3982044752498174
174,1.6338731209531723
175,-2.586162359673841
176,1.9992386892788343
177,-2.1272618846044975
178,1.34278789946123
179,-0.5345106263547984
180,0.4365341407060266
181,0.0034937659652726147
182,0.9466190750413114
183,-0.4756357752645543
184,-0.32197943826404
185,0.015828840317029358
186,-0.3362680391607492
187,0.8501790778328003
188,-1.4235660350366541
189,-0.013440959967101897
190,-0.8018450078954452
191,-0.36858605859751253
192,0.4698427588540169
193,-1.7629052372998375
194,2.4129419924348365
195,-2.0946915360385776
196,1.4946724300271514
197,-0.7310877421909096
198,1.0672126720505835
199,-0.7495986120391789
200,0.10055170916254862
201,0.7962761924928335
202,-1.3635325016284008
203,0.7477609280330388
204,0.5213111030249696
205,-0.39971171241359055
206,1.550321922787618
207,-1.306397561780809
208,0.012924491562828572
209,0.2148089926636165
210,-1.0086960604796815
211,0.9678482675671917
212,-0.38702630283630624
213,-0.03372225464696783
214,0.38239219893907855
215,-0.5373960186937959
216,1.3432343124846762
217,0.6316241087248053
218,-0.20827078663030568
219,0.7511423506515573
220,-1.4881018355369704
221,1.1159645839313979
222,-1.0716522615266353
223,1.0917199686992638
224,-1.6151246342515932
225,1.208853025748895
226,-0.3197577112074203
227,0.4988615715622424
228,-0.5714189339481094
229,1.6518911512179462
230,-2.5909651279502395
231,0.8032475072297622
232,0.24896640391260125
233,1.1306598589847376
234,-0.6042249232694213
235,0.4229336405646238
236,0.2775533246190269
237,-0.0026855986621237967
