t,x
0,12.86343565773515
1,12.392980041069544
2,12.449965583422363
3,13.498578269148041
4,13.973962188969399
5,14.227122904382004
6,13.928568113749336
7,13.331038672891584
8,13.821705122477221
9,14.021128823316378
10,14.105736914437282
11,13.607416743627248
12,14.387921860185072
13,14.459118156352215
14,14.64938064426305
15,14.579371461272931
16,14.288443121239256
17,14.967407521055907
18,15.113785127915866
19,14.686253372476287
20,14.113263794077263
21,14.052951055695601
22,14.248564042990212
23,14.077553565296421
24,13.798794818605968
25,13.40571433257258
26,13.991952666191606
27,12.933951412360349
28,12.684554294939316
29,12.948869548687881
30,13.43652726191735
31,12.812095292545997
32,12.916571905751484
33,12.244007673766452
34,11.706623299095632
35,11.626229372679806
36,10.770244004537265
37,10.584372215041741
38,10.336396531170893
39,9.224077243581776
40,9.1103449143122
41,9.28727347301498
42,10.062589743827797
43,10.577222250254632
44,9.99533804380717
45,10.746712497871254
46,11.236132540500014
47,11.112767663796152
48,10.693683594330945
49,10.834414669858546
50,10.447721543304457
51,11.007175528975301
52,11.082620577665171
53,11.488326099721231
54,11.412099804645663
55,10.76414633024004
56,10.733530736729914
57,10.239281259406539
58,10.182454026746989
59,10.123990130141872
60,11.619158835860196
61,11.556809711343147
62,12.110071441083232
63,11.243134189681127
64,10.957910375573618
65,10.112632522619947
66,10.365532451096183
67,10.611562625771496
68,10.166670875178525
69,9.901235620928066
70,9.88354356115082
71,10.564595059990054
72,11.98335731495106
73,11.769922295942655
74,12.256755488793969
75,11.82520847053435
76,11.991989322282906
77,11.312666761625088
78,11.297855210178714
79,11.972898193173673
80,12.39047451546731
81,12.599862325781904
82,12.553431390435717
83,12.347591538381739
84,12.467939182975288
85,12.927949773276737
86,14.226281064895058
87,13.628904413179486
88,14.20788549807283
89,13.484724603122297
90,13.995518886779637
91,14.263202285618545
92,14.634809743999893
93,14.422871641179983
94,14.995240920238253
95,15.777659979130192
96,15.022876280222446
97,15.458245191880644
98,15.54227094147244
99,15.683584647078408
100,15.78979288701987
101,15.177114856070338
102,16.278817176679684
103,15.413768258906032
104,14.969624837986292
105,14.582096542969778
106,13.96689978558127
107,14.184216896245102
108,14.74378482185725
109,14.696777742598352
110,13.926794138788269
111,13.228202636010144
112,12.599199596591626
113,13.044659502711974
114,13.128235723480502
115,13.708703427393251
116,14.402691968642545
117,15.637760628670826
118,15.926372987443747
119,15.86218836886938
120,16.092133020091733
121,17.278067766908478
122,16.730729626169584
123,15.906272914516979
124,16.172338025321526
125,16.214985754230433
126,16.846466014478672
127,16.571315798595155
128,16.34434942304422
129,16.24329149364028
130,15.96466056945215
131,15.955668073270305
132,16.842601395825216
133,17.010124110951672
134,16.82100751119372
135,16.918349452060497
136,17.16371027780807
137,16.93851023710401
138,17.730711197952665
139,17.73152443469691
140,18.516702827467046
141,18.603757100057273
142,19.79608395627072
143,19.35198892245753
144,20.229821079394107
145,20.011582784950097
146,19.466966075888248
147,19.365556550768414
148,19.250700880313655
149,19.35029764234973
150,18.52489178968828
151,18.429546891907346
152,19.171077205126235
153,19.24415051836698
154,18.48596508825672
155,19.12528397660714
156,19.482617118885198
157,19.23978920039979
158,19.273084454807083
159,20.012137394684
160,18.978190356717413
161,18.624109224601472
162,18.46610040372417
163,18.92666961428787
164,17.952449520789767
165,17.941077459860253
166,17.292666936917527
167,17.44367638289181
168,16.916399513177694
169,17.26338982832661
